@relation tmp
@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute class {0,1}
@data
0.8333333333333334,0.16666666666666666,0.0,0.0,0,0,0.577755376344086,0.577755376344086,0.39864864864864863,0.39864864864864863,1.0,1.0,1.0,1.0,0
0.8333333333333334,0.16666666666666666,0.0,0.0,0,0,0.577755376344086,0.39864864864864863,0.3153153153153153,0.25,1.0,1.0,0.75,0.6846846846846847,0
0.4838709677419355,0.1935483870967742,0.0,0.0967741935483871,0,0,0.9090909090909091,0.8275862068965517,0.753968253968254,0.6666666666666666,0.8936170212765957,0.8936170212765957,0.8387096774193549,0.8387096774193549,0
0.325,0.15,0.025,0.175,0,0,0.9104477611940298,0.8016771488469602,0.8016771488469602,0.7592592592592593,1.0,1.0,1.0,1.0,0
0.4146341463414634,0.0975609756097561,0.0,0.14634146341463414,0,0,0.9565217391304348,0.7847222222222222,0.7611940298507462,0.752851711026616,1.0,1.0,1.0,1.0,0
0.325,0.15,0.025,0.175,0,0,0.9104477611940298,0.8016771488469602,0.8016771488469602,0.7592592592592593,1.0,1.0,1.0,1.0,0
0.3783783783783784,0.16216216216216217,0.05405405405405406,0.16216216216216217,0,0,0.9347826086956522,0.9347826086956522,0.74,0.74,1.0,1.0,1.0,1.0,0
0.3888888888888889,0.16666666666666666,0.05555555555555555,0.16666666666666666,0,0,0.9347826086956522,0.74,0.6203446359088383,0.577755376344086,1.0,1.0,1.0,1.0,0
0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0,0,0.6268656716417911,0.6268656716417911,0.577755376344086,0.577755376344086,1.0,1.0,0.8888888888888888,0.8888888888888888,0
0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0,0,0.6268656716417911,0.577755376344086,0.5765765765765766,0.5,1.0,0.8888888888888888,0.6785714285714286,0.5616438356164384,0
0.42857142857142855,0.21428571428571427,0.05357142857142857,0.017857142857142856,0,0,0.9310344827586207,0.8185712175668357,0.8185712175668357,0.8185712175668357,1.0,1.0,1.0,1.0,0
0.35714285714285715,0.0,0.0,0.42857142857142855,0,0,0.8252427184466019,0.6666666666666666,0.6268656716417911,0.5862068965517241,1.0,1.0,1.0,1.0,0
0.34146341463414637,0.13414634146341464,0.036585365853658534,0.13414634146341464,0,0,0.8333333333333334,0.8313444709626094,0.8251633986928104,0.8185712175668357,1.0,1.0,1.0,1.0,0
0.3076923076923077,0.0,0.0,0.46153846153846156,0,0,0.8252427184466019,0.6666666666666666,0.6268656716417911,0.5862068965517241,1.0,1.0,1.0,0.8,0
0.27586206896551724,0.19540229885057472,0.022988505747126436,0.12643678160919541,0,0,0.86,0.7669172932330827,0.753968253968254,0.7434661253488962,0.9655172413793104,0.9473684210526315,0.9354838709677419,0.9285714285714286,0
0.25925925925925924,0.14814814814814814,0.0,0.037037037037037035,0,0,0.5970149253731343,0.577755376344086,0.5546875,0.5139218009478673,1.0,1.0,1.0,1.0,0
0.27586206896551724,0.19540229885057472,0.022988505747126436,0.12643678160919541,0,0,0.86,0.7669172932330827,0.753968253968254,0.7434661253488962,0.9655172413793104,0.9473684210526315,0.9354838709677419,0.9285714285714286,0
0.25925925925925924,0.14814814814814814,0.0,0.037037037037037035,0,0,0.5970149253731343,0.577755376344086,0.5546875,0.5139218009478673,1.0,1.0,1.0,1.0,0
0.27586206896551724,0.19540229885057472,0.022988505747126436,0.12643678160919541,0,0,0.86,0.7669172932330827,0.753968253968254,0.7434661253488962,0.9655172413793104,0.9473684210526315,0.9354838709677419,0.9285714285714286,0
0.25925925925925924,0.14814814814814814,0.0,0.037037037037037035,0,0,0.5970149253731343,0.577755376344086,0.5546875,0.5139218009478673,1.0,1.0,1.0,1.0,0
0.27586206896551724,0.19540229885057472,0.022988505747126436,0.12643678160919541,0,0,0.86,0.7669172932330827,0.753968253968254,0.7434661253488962,0.9655172413793104,0.9473684210526315,0.9354838709677419,0.9285714285714286,0
0.25925925925925924,0.14814814814814814,0.0,0.037037037037037035,0,0,0.5970149253731343,0.577755376344086,0.5546875,0.5139218009478673,1.0,1.0,1.0,1.0,0
0.27586206896551724,0.19540229885057472,0.022988505747126436,0.12643678160919541,0,0,0.86,0.7669172932330827,0.753968253968254,0.7434661253488962,0.9655172413793104,0.9473684210526315,0.9354838709677419,0.9285714285714286,0
0.25925925925925924,0.14814814814814814,0.0,0.037037037037037035,0,0,0.5970149253731343,0.577755376344086,0.5546875,0.5139218009478673,1.0,1.0,1.0,1.0,0
