att0,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,class
Ì«Æ½Ñó_23,0.3953488372093023,0.2558139534883721,0.023255813953488372,0.11627906976744186,0,1,0.7222222222222222,0.7222222222222222,0.5625,0.5625,1.0,1.0,1.0,1.0,0
Ì«Æ½Ñó_24,0.13043478260869565,0.18840579710144928,0.0,0.15942028985507245,0,2,0.6428571428571429,0.6,0.5619335347432024,0.5619335347432024,1.0,1.0,1.0,1.0,0
Ì«Æ½Ñó_24,0.26666666666666666,0.3,0.03333333333333333,0.1,0,1,0.5454545454545454,0.5,0.4074074074074074,0.4074074074074074,1.0,1.0,1.0,1.0,0
Ì«Æ½Ñó_25,0.5128205128205128,0.20512820512820512,0.02564102564102564,0.07692307692307693,0,0,0.37462235649546827,0.37462235649546827,0.28254847645429365,0.2,1.0,1.0,1.0,1.0,0
Ì«Æ½Ñó_26,0.47058823529411764,0.17647058823529413,0.058823529411764705,0.029411764705882353,0,0,0.6666666666666666,0.37462235649546827,0.37462235649546827,0.3333333333333333,1.0,1.0,1.0,1.0,0
Ì«Æ½Ñó_27,0.5909090909090909,0.13636363636363635,0.022727272727272728,0.09090909090909091,0,1,0.5619335347432024,0.5619335347432024,0.4444444444444444,0.42857142857142855,1.0,1.0,1.0,1.0,0
Ì«Æ½Ñó_28,0.37037037037037035,0.2222222222222222,0.0,0.07407407407407407,0,0,0.625,0.37462235649546827,0.37462235649546827,0.3582089552238806,1.0,1.0,1.0,1.0,0
Ì«Æ½Ñó_29,0.32142857142857145,0.21428571428571427,0.03571428571428571,0.10714285714285714,0,0,0.6666666666666666,0.5,0.5,0.4074074074074074,1.0,1.0,1.0,1.0,0
Ì«Æ½Ñó_29,0.7142857142857143,0.0,0.0,0.0,0,0,0.5,0.375,0.0,0.0,1.0,1.0,1.0,1.0,0
Ì«Æ½Ñó_30,0.38596491228070173,0.21052631578947367,0.0,0.05263157894736842,0,0,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.5454545454545454,1.0,1.0,1.0,1.0,0
Ì«Æ½Ñó_30,0.4666666666666667,0.08888888888888889,0.0,0.0,0,0,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7222222222222222,1.0,1.0,1.0,1.0,0
Ì«Æ½Ñó_31,0.2857142857142857,0.21428571428571427,0.0,0.07142857142857142,0,0,0.7222222222222222,0.7222222222222222,0.5,0.4,1.0,1.0,1.0,1.0,0
Ì«Æ½Ñó_32,0.5882352941176471,0.11764705882352941,0.0,0.058823529411764705,0,2,0.8571428571428571,0.6666666666666666,0.6,0.5619335347432024,1.0,1.0,1.0,1.0,0
Ì«Æ½Ñó_33,0.4166666666666667,0.08333333333333333,0.0,0.08333333333333333,0,0,0.7777777777777778,0.5619335347432024,0.5,0.4,1.0,1.0,1.0,1.0,0
Ì«Æ½Ñó_33,0.4166666666666667,0.0625,0.0,0.14583333333333334,0,0,0.7222222222222222,0.7222222222222222,0.5,0.5,1.0,1.0,1.0,1.0,0
Ì«Æ½Ñó_34,0.25,0.19444444444444445,0.08333333333333333,0.027777777777777776,0,0,0.37462235649546827,0.37462235649546827,0.3582089552238806,0.3333333333333333,1.0,1.0,1.0,1.0,0
Ì«Æ½Ñó_35,0.49411764705882355,0.047058823529411764,0.0,0.07058823529411765,0,0,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7222222222222222,1.0,1.0,1.0,1.0,0
Ì«Æ½Ñó_37,0.36363636363636365,0.15151515151515152,0.0,0.21212121212121213,0,0,0.5333333333333333,0.37462235649546827,0.37462235649546827,0.29411764705882354,1.0,1.0,1.0,1.0,0
Ì«Æ½Ñó_38,0.3148148148148148,0.18518518518518517,0.0,0.018518518518518517,0,1,0.5619335347432024,0.5619335347432024,0.5619335347432024,0.5619335347432024,1.0,1.0,1.0,1.0,0
